city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
0,0.5250314007172385,3,3,3,1,-0.02348314399174499,80000.0
3,-0.631690662967242,1,1,0,0,-0.0669707501762546,15000.0
4,-0.566546748911365,1,1,0,1,-0.47285507456501097,6500.0
1,-0.014493836207075127,3,2,0,2,-0.3278963872833123,27000.0
4,-0.464654985900891,2,1,0,2,-0.48735094329318085,7500.0
0,0.036452045298161914,2,2,2,2,-0.2554170436424629,34000.0
3,0.3287644801642761,3,3,0,1,-0.47285507456501097,22000.0
3,0.036452045298161914,2,2,2,1,-0.15394596254527382,42000.0
0,0.7463536728301535,3,2,0,2,-0.4003757309241616,40000.0
4,0.0865627484180672,2,2,0,1,-0.15394596254527382,45000.0
1,-0.3811371473677155,2,2,0,1,0.9187483233392966,72000.0
1,-0.5064139051674788,1,1,0,0,0.00550859346459475,24000.0
3,0.09909042419804352,3,4,2,2,0.02000446219276462,60000.0
4,0.26529092287906275,3,3,0,1,-0.4003757309241616,28000.0
1,-0.31849876846783387,2,2,0,2,0.6288309487758992,66000.0
0,2.082639089360961,3,4,0,1,-0.4148715996523315,70000.0
4,-0.464654985900891,1,1,0,2,-0.4293674683805013,10000.0
1,-0.4437755262675971,2,2,0,0,0.8172772422421075,60000.0
4,-0.21410147030136453,2,2,0,2,-0.08146661890442447,36000.0
0,-0.6734495822338297,1,1,0,2,-0.28440878109880263,8500.0
4,-0.18069433488809433,2,2,3,2,-0.12495422508893408,35000.0
3,-0.8237816915935455,1,1,0,0,0.6433268175040691,11000.0
0,0.9133893498965044,3,3,2,0,-0.18293770000161355,78000.0
4,1.2474607040292065,4,6,3,1,0.00550859346459475,130000.0
3,-0.5481728244340665,2,1,0,1,-0.43258877254231687,8000.0
0,0.3788751832841814,3,3,0,1,-0.48735094329318085,22000.0
3,0.3287644801642761,3,3,2,2,0.28093009929982227,100000.0
0,3.251888828825418,5,5,2,1,1.774004578301319,850000.0
1,-0.25586038956795226,2,2,0,1,0.39689704912518126,60000.0
1,0.28700556089768836,3,4,0,2,2.0639219528647166,280000.0
1,-0.464654985900891,1,1,0,1,0.10697967456178384,30000.0
0,-0.3811371473677155,2,1,0,2,-0.4438633371086712,11000.0
3,0.08823310518873072,3,3,2,1,-0.2119294374579533,40000.0
3,-0.631690662967242,1,1,0,0,-0.0669707501762546,15000.0
1,0.20348772236451287,3,3,0,1,-0.09596248763259434,55000.0
1,-0.5523487163607252,1,1,0,2,0.2229466243871428,28000.0
1,-0.17234255103477678,2,2,2,2,1.0782028793491651,110000.0
3,-0.43959963434093835,1,1,0,0,-0.37138399346782186,13000.0
3,-0.5899317437006542,1,1,0,2,-0.4003757309241616,8000.0
0,0.07654060779408615,2,2,0,1,-0.0669707501762546,52000.0
3,0.99690718842968,4,4,3,1,-0.02348314399174499,110000.0
3,-0.5064139051674788,2,1,0,2,-0.5453344182058603,5000.0
3,-0.17234255103477678,2,1,0,2,-0.4583592058368411,14000.0
3,-0.42289606663430324,3,2,2,1,-0.08146661890442447,25000.0
1,0.3621716155775463,4,4,0,1,1.1941698291745242,200000.0
4,-0.4103683908543269,2,2,0,1,-0.09596248763259434,25000.0
0,0.3287644801642761,3,3,2,1,-0.15394596254527382,55000.0
2,-0.42289606663430324,1,1,0,1,-0.5453344182058603,6000.0
4,-0.5064139051674788,1,1,0,2,-0.2554170436424629,15000.0
3,0.3287644801642761,4,2,2,0,-0.37138399346782186,33000.0
2,0.07821096456474966,2,3,3,0,-0.2119294374579533,40000.0
4,-0.3811371473677155,1,1,0,2,-0.5308385494776905,7000.0
3,-0.5899317437006542,1,1,0,2,-0.4003757309241616,8000.0
3,0.27030199319105325,3,3,2,2,-0.18293770000161355,50000.0
1,-0.5064139051674788,1,1,0,0,0.4693763927660306,40000.0
0,-0.21410147030136453,1,1,0,0,-0.13945009381710394,32000.0
4,-0.11137452890555868,3,3,2,2,-0.2699129123706328,28000.0
2,-0.29761930883454,1,1,2,2,-0.5163426807495206,9000.0
4,-0.25586038956795226,2,1,0,2,-0.5598302869340301,7000.0
0,0.7463536728301535,2,2,0,1,-0.48735094329318085,28000.0
2,-0.005306873968425824,2,2,0,2,-0.47285507456501097,16500.0
4,-0.17234255103477678,2,2,3,2,-0.2699129123706328,26000.0
0,0.99690718842968,3,4,4,1,-0.47285507456501097,35000.0
1,-0.047065793235013566,2,3,2,0,1.7305169721168094,180000.0
1,-0.3811371473677155,2,2,0,1,0.6723185549604088,61000.0
4,-0.13058363176818905,3,3,5,0,-0.22642530618612317,30000.0
4,-0.631690662967242,1,1,0,2,-0.4438633371086712,6000.0
3,-0.17234255103477678,2,1,0,1,-0.5308385494776905,10000.0
1,-0.2959489520638765,2,2,0,0,0.3679053116688415,55000.0
0,-0.5064139051674788,1,1,0,1,-0.4003757309241616,10000.0
2,0.7463536728301535,4,3,4,1,-0.5163426807495206,25000.0
4,-0.1055282802082364,3,3,2,1,-0.2699129123706328,28000.0
2,-0.005306873968425824,2,2,0,2,-0.5163426807495206,13000.0
0,-0.48971033746084364,1,2,0,2,-0.5453344182058603,5000.0
3,-0.005306873968425824,3,2,0,1,-0.4583592058368411,18000.0
1,-0.464654985900891,1,2,0,1,0.3679053116688415,40000.0
3,-0.6985049337937823,1,1,0,1,-0.4148715996523315,5000.0
4,0.19096004658453655,2,2,2,0,-0.19743356872978343,45000.0
4,-0.32267466039449266,2,2,0,2,-0.22642530618612317,23000.0
1,-0.42289606663430324,2,2,3,1,-0.1104583563607642,24000.0
3,-0.42289606663430324,2,1,0,2,-0.4438633371086712,10000.0
3,-0.631690662967242,1,1,0,1,-0.2699129123706328,10000.0
2,-0.17234255103477678,2,2,0,2,-0.4003757309241616,18000.0
4,-0.4437755262675971,2,2,2,1,-0.34239225601148215,14000.0
2,-0.42289606663430324,1,2,0,1,-0.4293674683805013,11000.0
2,0.11412363513401512,2,2,3,1,-0.48735094329318085,17000.0
1,0.16172880309792514,3,3,2,1,1.991442609223867,240000.0
1,-0.17234255103477678,2,2,0,0,0.44038465530969084,70000.0
0,-0.29761930883454,3,3,2,2,0.7158061611449184,73000.0
3,-0.17234255103477678,3,2,0,2,0.03450033092093449,45000.0
3,-0.5481728244340665,1,1,0,1,-0.19743356872978343,15500.0
3,-0.917321670750702,1,1,0,2,8.369624849618608,5000.0
4,-0.42289606663430324,2,1,0,2,-0.28440878109880263,17000.0
0,0.036452045298161914,2,2,0,1,-0.28440878109880263,32000.0
0,1.5815320581619083,3,4,0,1,-0.15394596254527382,110000.0
0,1.4144963810955573,4,4,4,1,-0.2699129123706328,80000.0
0,-0.5899317437006542,1,1,0,2,-0.5308385494776905,4500.0
1,-0.42289606663430324,1,2,0,1,0.06349206837727422,31000.0
0,-0.5314692567274314,1,1,2,1,0.23744249311531268,30000.0
2,0.5793179957638025,3,2,4,0,-0.4583592058368411,28000.0
0,1.832085573761435,5,7,2,1,-0.2554170436424629,100000.0
4,0.13500309476730898,3,3,0,1,-0.3134005185551424,33000.0
1,-0.25586038956795226,2,2,0,0,0.39689704912518126,60000.0
4,-0.4145442827809857,1,1,0,2,-0.5308385494776905,7000.0
4,-0.2725639572745874,2,2,2,2,-0.09596248763259434,32000.0
3,-0.3393782281011277,1,1,0,0,-0.4438633371086712,12000.0
1,-0.4563032020475734,1,1,0,2,0.09248380583361397,30000.0
1,0.07821096456474966,3,3,0,0,0.09248380583361397,65000.0
0,0.14502523539129003,3,3,0,1,-0.4293674683805013,23000.0
4,-0.25586038956795226,2,2,0,0,0.0779879371054441,42000.0
1,2.3482258158964595,4,6,4,1,0.04899619964910436,200000.0
3,1.330978542562382,4,3,2,0,1.4550954662815818,400000.0
3,0.6210769150303903,3,2,3,1,-0.4148715996523315,36000.0
3,-0.5105897970941374,1,1,0,1,-0.2699129123706328,14500.0
3,-0.6266795926552514,1,1,0,1,0.1214755432899537,20000.0
2,0.16172880309792514,3,2,3,1,-0.24092117491429305,40000.0
4,-0.5899317437006542,1,1,0,2,-0.13945009381710394,15000.0
0,0.45404123796403933,3,3,2,0,-0.2119294374579533,55000.0
1,-0.29761930883454,2,2,0,0,-0.0669707501762546,32000.0
1,-0.02201044167506092,3,3,0,2,1.324632647728053,150000.0
4,-0.464654985900891,1,1,0,2,-0.5308385494776905,6000.0
3,-0.17234255103477678,2,2,0,1,-0.4583592058368411,14000.0
3,-0.21410147030136453,2,2,0,1,-0.38587986219599174,18000.0
0,0.5793179957638025,4,5,0,1,0.5128639989505402,150000.0
1,-0.3310264442478102,2,2,0,2,0.6433268175040691,65000.0
4,-0.21326629191603277,2,2,3,1,-0.18293770000161355,30000.0
3,-0.45212731012091467,2,1,0,2,-0.4293674683805013,10000.0
0,2.2764004747579287,5,5,0,1,-0.2699129123706328,110000.0
3,0.015572585664868046,2,2,2,1,-0.24092117491429305,35000.0
1,-0.5899317437006542,1,2,0,2,-0.08146661890442447,17000.0
3,3.251888828825418,5,5,3,1,0.6143350800477293,450000.0
0,-0.005306873968425824,2,2,0,1,-0.47285507456501097,17000.0
1,-0.027856690372383204,3,3,0,1,0.6578226862322389,100000.0
0,0.312060912457641,3,3,2,1,-0.00898727526357512,70000.0
1,0.4122823186974516,4,4,0,0,3.3830460071281747,450000.0
0,0.4289858864040867,3,3,2,1,-0.24092117491429305,50000.0
0,-0.2809157411279049,2,2,0,1,-0.12495422508893408,30000.0
3,-0.3811371473677155,2,2,0,2,-0.47285507456501097,10000.0
4,-0.631690662967242,1,1,0,0,-0.356888124739652,8000.0
4,0.1199698838313374,3,3,0,0,-0.05247488144808473,55000.0
2,-0.2475086057146347,2,2,2,1,-0.3278963872833123,20000.0
2,-0.42289606663430324,1,1,0,0,-0.28440878109880263,16500.0
0,-0.3393782281011277,1,1,0,2,-0.4148715996523315,13500.0
0,1.1639428654960309,4,4,4,2,-0.34239225601148215,60000.0
0,1.9740658992678333,4,4,4,1,0.15046728074629345,200000.0
4,0.0865627484180672,2,2,0,2,-0.48735094329318085,17000.0
4,-0.23748646509065366,2,2,0,1,-0.4583592058368411,13000.0
4,-0.25586038956795226,2,1,0,2,-0.3278963872833123,20000.0
1,0.07821096456474966,3,3,0,1,0.7013102924167485,120000.0
0,-0.16232041041079573,2,2,0,1,-0.37138399346782186,20000.0
4,-0.047065793235013566,1,2,2,2,-0.4583592058368411,17000.0
0,0.07821096456474966,2,2,2,1,-0.2699129123706328,35000.0
4,-0.29761930883454,2,2,2,0,-0.4003757309241616,15000.0
0,0.055661148160792276,3,2,0,1,-0.1684418312734437,42000.0
3,-0.6759551173898249,1,1,0,0,-0.4438633371086712,5000.0
0,-0.42289606663430324,2,1,0,1,-0.5308385494776905,6500.0
4,-0.1556389833281417,2,2,0,0,-0.4438633371086712,15500.0
1,-0.5231174728741138,1,1,3,2,-0.2119294374579533,16000.0
0,-0.3393782281011277,2,2,0,1,-0.2699129123706328,20500.0
1,-0.5740633543793509,1,1,0,1,0.23744249311531268,27000.0
1,0.23021343069512903,3,4,4,2,0.991227666980146,160000.0
0,0.9133893498965044,3,3,0,1,-0.09596248763259434,90000.0
0,0.271137171576385,3,3,0,0,-0.19743356872978343,48000.0
0,0.49580015723062704,3,3,3,1,-0.08146661890442447,72000.0
4,-0.464654985900891,1,1,0,1,-0.2989046498269725,15000.0
1,-0.21410147030136453,2,2,0,0,0.4113929178533511,65000.0
4,-0.16399076718145925,2,2,2,2,-0.2119294374579533,30000.0
2,-0.29761930883454,1,1,0,2,-0.5018468120213507,10000.0
4,-0.5064139051674788,1,1,0,2,-0.48735094329318085,7000.0
1,0.1032663161247023,3,3,0,1,0.29542596802799215,84000.0
4,-0.1222318479148715,3,2,3,1,-0.1684418312734437,35000.0
2,-0.0888247125016013,1,1,0,1,-0.5163426807495206,12000.0
0,-0.17234255103477678,2,2,0,1,-0.3134005185551424,23000.0
1,0.2886759176683519,3,3,3,1,0.10697967456178384,80000.0
1,-0.4437755262675971,1,1,0,2,0.06349206837727422,30000.0
4,0.6127251311770727,3,4,0,2,0.4113929178533511,140000.0
3,0.6837152939302719,3,4,0,1,0.06349206837727422,100000.0
3,0.6210769150303903,3,3,2,2,1.2666491728153735,250000.0
3,-0.4145442827809857,2,1,0,1,-0.4293674683805013,11000.0
4,-0.25419003279728875,2,2,2,1,-0.2699129123706328,23000.0
4,-0.518941580947455,1,1,0,2,-0.3278963872833123,12000.0
3,-0.42289606663430324,2,1,0,2,-0.5743261556622,4500.0
0,-0.5715578192233556,1,1,0,0,0.1649631494744633,25000.0
3,0.9133893498965044,3,3,0,0,-0.2989046498269725,60000.0
3,0.9551482691630923,3,3,3,1,0.08281989334816742,120000.0
0,1.0386661076962678,3,2,0,1,-0.19743356872978343,79000.0
4,-0.30597109268785755,2,2,2,1,-0.38587986219599174,15500.0
4,-0.25586038956795226,2,2,2,2,-0.28440878109880263,22000.0
1,-0.464654985900891,2,2,0,1,0.4983681302223703,45000.0
0,1.0804250269628555,4,3,0,1,-0.4438633371086712,40000.0
2,0.07821096456474966,2,2,3,2,-0.5598302869340301,11000.0
0,-0.3143228765411751,2,2,0,2,0.10697967456178384,40000.0
0,-0.5064139051674788,1,1,0,0,0.03450033092093449,25000.0
1,0.5793179957638025,3,4,0,1,1.3971119913689023,260000.0
1,-0.631690662967242,1,1,0,0,-0.24092117491429305,11000.0
1,-0.6191629871872656,1,1,0,1,0.42588878658152096,28000.0
1,-0.29761930883454,2,2,0,1,1.7305169721168094,130000.0
3,-0.6734495822338297,2,1,0,0,-0.1104583563607642,12000.0
3,-0.49806212131416117,1,1,0,0,-0.0669707501762546,22000.0
3,-0.631690662967242,3,3,0,2,2.6292608332633414,80000.0
0,0.07821096456474966,2,2,0,2,-0.47285507456501097,18000.0
0,0.21100432783249867,2,2,2,1,-0.18293770000161355,47000.0
3,-0.13058363176818905,2,1,0,2,-0.4148715996523315,18000.0
1,-0.2725639572745874,2,2,0,0,2.005938477952037,150000.0
0,0.16172880309792514,2,2,0,1,-0.356888124739652,30000.0
4,0.3454680478709112,2,1,0,2,-0.5018468120213507,20000.0
0,-0.11388006406155395,2,2,0,2,-0.3134005185551424,25000.0
1,-0.005306873968425824,3,2,0,0,0.7013102924167485,110000.0
3,-0.648394230673877,1,1,0,2,-0.34239225601148215,8000.0
0,-0.0888247125016013,2,2,0,1,-0.4003757309241616,20000.0
4,1.7068088159616714,4,5,2,1,-0.05247488144808473,140000.0
0,0.28700556089768836,3,2,0,2,-0.4438633371086712,25000.0
4,-0.5607005002140427,1,1,0,2,-0.02348314399174499,20000.0
0,0.07821096456474966,1,1,0,1,-0.47285507456501097,18000.0
3,-0.17902397811743082,2,2,2,2,-0.3278963872833123,22000.0
0,0.5793179957638025,3,3,2,0,-0.1684418312734437,65000.0
0,-0.13058363176818905,4,4,0,2,-0.15394596254527382,35000.0
2,0.829871511363329,4,3,4,1,-0.2699129123706328,60000.0
4,-0.25586038956795226,2,1,0,2,-0.5163426807495206,10000.0
3,0.20348772236451287,4,2,2,1,-0.5308385494776905,15000.0
1,-0.09968203151091412,3,2,0,1,0.9187483233392966,110000.0
0,0.8716304306299167,4,4,2,1,-0.2119294374579533,71000.0
3,1.4679477977567896,4,4,0,1,0.1649631494744633,170000.0
4,1.5815320581619083,4,4,2,2,-0.2119294374579533,100000.0
0,-0.42289606663430324,1,1,0,1,-0.5743261556622,5000.0
1,-0.49806212131416117,2,2,0,2,0.8752607171547869,55000.0
1,-0.5481728244340665,1,1,0,0,0.759293767329428,45000.0
4,-0.6734495822338297,2,2,2,2,-0.4438633371086712,5000.0
3,0.3914028590641577,2,1,0,0,-0.2940726935842493,43000.0
0,0.12832166768465494,2,2,0,1,-0.28440878109880263,35000.0
0,0.3805455400548449,4,4,2,1,0.25193836184348256,100000.0
1,-0.5064139051674788,1,1,0,0,0.03450033092093449,25000.0
0,0.5793179957638025,3,3,0,2,-0.2989046498269725,48000.0
0,-0.21410147030136453,2,2,0,2,-0.4293674683805013,15000.0
4,0.14502523539129003,3,3,2,1,-0.1684418312734437,45800.0
0,-0.05291204193233585,3,2,0,1,-0.34239225601148215,25000.0
0,-0.464654985900891,1,1,0,0,-0.1104583563607642,22000.0
0,2.520272563274801,4,4,0,1,-0.08146661890442447,180000.0
1,0.7722442027754379,3,3,2,1,1.8029963157576587,350000.0
1,0.15755291117126635,3,3,0,1,0.20845075565897292,80000.0
2,-0.005306873968425824,2,2,2,1,-0.4583592058368411,18000.0
4,0.4122823186974516,3,3,0,1,-0.28440878109880263,45000.0
4,-0.3393782281011277,2,2,0,1,-0.38587986219599174,15000.0
1,-0.25586038956795226,3,2,0,2,0.30992183675616203,55000.0
1,-0.25586038956795226,1,1,0,2,-0.4148715996523315,15000.0
0,0.4640633785880204,3,3,0,0,-0.2989046498269725,45000.0
1,-0.3393782281011277,2,2,0,1,1.1796739604463544,90000.0
4,-0.5064139051674788,1,1,0,1,-0.47285507456501097,7500.0
1,-0.5481728244340665,1,1,2,1,1.2376574353590337,60000.0
3,0.9551482691630923,7,8,4,1,1.2376574353590337,300000.0
4,0.20348772236451287,3,3,3,2,-0.09596248763259434,55000.0
4,-0.13058363176818905,2,2,0,1,-0.22642530618612317,30000.0
3,1.1639428654960309,4,4,4,1,-0.19743356872978343,85000.0
4,-0.17234255103477678,2,2,0,1,-0.4438633371086712,15000.0
4,-0.13642988046551133,2,2,0,0,-0.28440878109880263,26000.0
3,-0.2475086057146347,2,2,0,1,-0.18938030832524458,28000.0
4,0.07821096456474966,2,1,0,1,-0.38587986219599174,25000.0
3,-0.5481728244340665,1,1,0,2,-0.4438633371086712,7500.0
4,-0.17234255103477678,2,2,0,0,-0.12495422508893408,35000.0
4,-0.5481728244340665,1,1,0,2,-0.2989046498269725,12000.0
4,-0.5899317437006542,1,1,0,2,-0.4293674683805013,7000.0
3,-0.5105897970941374,2,2,0,1,-0.4003757309241616,10000.0
0,0.7463536728301535,4,3,0,0,-0.13945009381710394,75000.0
0,-0.005306873968425824,3,3,0,0,1.9479550030393575,200000.0
3,1.1639428654960309,4,4,4,1,0.6143350800477293,230000.0
2,1.4144963810955573,5,5,3,0,-0.2699129123706328,80000.0
4,0.07821096456474966,3,2,2,2,-0.09596248763259434,49000.0
0,0.3287644801642761,3,3,2,2,-0.1104583563607642,60000.0
4,-0.29761930883454,2,2,3,1,-0.2989046498269725,20000.0
4,-0.3393782281011277,2,2,2,2,-0.12495422508893408,27000.0
4,-0.631690662967242,1,1,0,2,-0.4438633371086712,6000.0
0,-0.11805595598821272,2,2,2,1,-0.2119294374579533,32000.0
1,-0.42289606663430324,2,1,0,1,0.00550859346459475,29000.0
2,-0.3393782281011277,2,1,0,2,-0.47285507456501097,10700.0
0,1.498014219628733,4,5,3,1,-0.03797901271991486,130000.0
4,-0.21410147030136453,2,2,0,2,-0.1684418312734437,31000.0
1,-0.17234255103477678,3,3,0,1,0.759293767329428,90000.0
2,-0.9139809572093751,3,2,2,1,-0.5308385494776905,15000.0
1,0.662835834296978,4,4,2,1,2.556781489622492,430000.0
3,0.27865377704437083,3,3,0,2,-0.24092117491429305,45000.0
1,-0.0888247125016013,2,2,2,1,0.759293767329428,100000.0
0,-0.17234255103477678,2,2,0,1,-0.4293674683805013,16500.0
3,0.4122823186974516,3,3,2,0,-0.13945009381710394,60000.0
3,-0.17234255103477678,3,2,0,2,-0.28440878109880263,25000.0
4,-0.5064139051674788,1,1,0,2,-0.4438633371086712,8500.0
3,-0.05959346901498989,2,2,0,1,-0.3681626893060064,23000.0
3,-0.3285209090918149,1,2,2,0,-0.5598302869340301,6400.0
3,0.20348772236451287,3,3,0,1,-0.34239225601148215,32000.0
1,1.6065874097218609,5,6,0,1,2.179888902690075,600000.0
1,-0.005306873968425824,3,3,0,1,0.52735986767871,92000.0
3,-0.25586038956795226,2,2,0,1,-0.37138399346782186,18000.0
0,0.829871511363329,1,3,3,1,-0.4438633371086712,35000.0
3,-0.6233388791139244,1,2,0,0,0.5128639989505402,30000.0
3,-0.3978407150743506,2,1,0,0,-0.11529031260348764,25000.0
1,-0.3811371473677155,2,2,0,0,0.5418557364068799,55000.0
1,0.4122823186974516,3,3,0,2,0.6723185549604088,150000.0
3,-0.5064139051674788,2,2,0,1,-0.19743356872978343,17000.0
3,-0.1556389833281417,3,2,2,1,-0.37138399346782186,20000.0
0,2.8342996361595407,5,4,4,1,-0.4293674683805013,80000.0
3,-0.7569674207670052,1,1,0,0,-0.03797901271991486,9000.0
3,0.07821096456474966,3,2,0,2,-0.38587986219599174,25000.0
2,-0.0888247125016013,2,2,2,0,-0.3278963872833123,25000.0
0,0.0022097314995599697,2,2,2,1,-0.22642530618612317,36000.0
1,-0.3343671577891372,2,2,0,2,0.44038465530969084,55000.0
0,0.5375590764972148,3,3,2,1,-0.24092117491429305,55000.0
1,-0.5272933648007726,1,1,0,0,1.5130789411942613,72000.0
3,0.24524664163110063,3,3,2,1,-0.12495422508893408,55000.0
4,-0.25251967602662523,2,2,2,1,-0.2554170436424629,24000.0
2,0.49580015723062704,3,3,3,1,-0.28440878109880263,48000.0
3,-0.25586038956795226,2,2,0,2,-0.24092117491429305,25000.0
4,1.4144963810955573,5,4,0,1,-0.38587986219599174,60000.0
3,-0.8571888270068158,2,1,0,1,1.3101367789998832,11000.0
3,-0.02201044167506092,3,2,0,1,-0.3278963872833123,27000.0
2,0.5793179957638025,3,2,0,0,-0.4003757309241616,36000.0
1,0.036452045298161914,3,3,0,0,1.5130789411942613,180000.0
3,-0.25586038956795226,2,1,0,2,-0.5163426807495206,10000.0
0,0.07821096456474966,2,2,0,1,-0.38587986219599174,25000.0
1,-0.3811371473677155,1,1,0,0,-0.4438633371086712,11000.0
4,-0.7569674207670052,2,2,0,2,-0.2554170436424629,6000.0
1,-0.6542404793711993,1,2,0,1,0.29542596802799215,22000.0
3,-0.5899317437006542,1,1,0,2,-0.4293674683805013,7000.0
4,0.7463536728301535,3,5,2,0,0.03450033092093449,100000.0
1,-0.3393782281011277,2,2,0,2,0.5563516051350498,60000.0
0,-0.5481728244340665,1,1,0,1,-0.1684418312734437,16000.0
4,-0.3143228765411751,2,2,2,2,-0.2554170436424629,22000.0
1,-0.21410147030136453,2,3,0,1,0.0779879371054441,45000.0
0,-0.5064139051674788,1,1,0,2,-0.37138399346782186,11000.0
3,-0.25586038956795226,2,1,0,2,-0.5308385494776905,9000.0
4,-0.0888247125016013,3,2,0,0,0.3244177054843319,70000.0
1,-0.3811371473677155,2,2,0,0,0.759293767329428,65000.0
3,0.7463536728301535,4,2,2,1,-0.4293674683805013,35000.0
0,0.16172880309792514,3,3,2,1,-0.02348314399174499,60000.0
1,-0.3143228765411751,1,1,0,1,0.10697967456178384,40000.0
4,0.3137312692283045,3,2,0,2,-0.47285507456501097,22000.0
3,-0.3602576877344216,2,2,2,1,-0.0025446669399440897,32000.0
1,-0.0186697281337339,3,3,2,1,0.8462689796984472,120000.0
4,-0.12557256145619852,2,2,3,2,-0.4293674683805013,17500.0
0,1.2474607040292065,4,4,0,1,-0.356888124739652,60000.0
4,-0.005306873968425824,3,3,2,1,-0.1684418312734437,40000.0
4,-0.47968819683686253,1,1,0,2,-0.22642530618612317,17000.0
4,0.14502523539129003,3,3,3,2,-0.03797901271991486,57000.0
1,-0.17234255103477678,2,2,0,2,0.860764848426617,96000.0
3,-0.17234255103477678,2,2,0,1,-0.2119294374579533,30000.0
4,-0.2700584221185921,2,2,0,2,-0.2119294374579533,26000.0
1,-0.2809157411279049,2,2,2,0,0.7737896360575979,78000.0
4,-0.13058363176818905,2,2,0,1,-0.3134005185551424,25000.0
4,-0.25586038956795226,2,1,0,1,-0.5453344182058603,8000.0
4,0.24441146324576887,3,3,2,1,-0.2554170436424629,42000.0
4,-0.5732281759940191,1,1,0,0,0.5128639989505402,35000.0
4,-0.28926752498122243,2,2,0,2,-0.3278963872833123,19000.0
0,0.3705233994308638,3,3,3,1,-0.18293770000161355,55000.0
4,-0.12473738307086676,2,2,3,2,-0.48735094329318085,13000.0
2,-0.5064139051674788,2,2,0,2,-0.4583592058368411,8000.0
4,-0.35608179580776284,2,2,0,1,-0.34239225601148215,16000.0
1,0.28700556089768836,3,3,0,1,1.208665697902694,190000.0
0,1.0804250269628555,5,4,0,1,0.5128639989505402,200000.0
1,0.9618296962457462,4,4,0,2,0.759293767329428,230000.0
3,1.2057017847626186,5,4,6,2,-0.3278963872833123,65000.0
1,-0.5064139051674788,1,1,0,0,0.03450033092093449,25000.0
1,-0.3393782281011277,2,2,0,2,-0.2699129123706328,20000.0
3,1.330978542562382,3,3,2,2,-0.18293770000161355,95000.0
3,-0.3811371473677155,2,2,0,2,-0.4438633371086712,11000.0
4,-0.3811371473677155,1,1,0,2,-0.4003757309241616,13000.0
0,-0.42289606663430324,1,1,0,0,-0.47285507456501097,9000.0
1,-0.5406562189660806,1,2,0,2,0.5708474738632197,40000.0
3,-0.6734495822338297,1,1,0,2,0.28093009929982227,20000.0
4,0.16172880309792514,3,3,2,2,-0.28440878109880263,36000.0
0,0.20181736559384936,3,2,2,2,-0.13945009381710394,51000.0
3,-0.0888247125016013,2,2,2,0,-0.2554170436424629,30000.0
1,-0.5899317437006542,1,1,0,2,1.121690485533675,50000.0
3,0.4122823186974516,3,3,0,2,-0.2989046498269725,43000.0
4,0.16172880309792514,2,2,0,2,-0.48735094329318085,18000.0
3,-0.7569674207670052,1,1,0,0,-0.1104583563607642,8000.0
1,-0.5748985327646826,1,1,0,1,-0.2699129123706328,12000.0
1,-0.42289606663430324,1,2,0,1,0.15046728074629345,35000.0
0,0.9376095230711253,3,3,3,0,-0.24092117491429305,70000.0
0,1.1639428654960309,3,3,0,1,-0.2554170436424629,75000.0
1,-0.1531334481721464,3,3,0,1,0.3244177054843319,65000.0
4,-0.5064139051674788,2,2,0,1,-0.15394596254527382,18500.0
4,-0.5481728244340665,1,1,0,2,-0.5888220243903699,3000.0
3,-0.5064139051674788,1,1,0,2,-0.5018468120213507,6500.0
1,0.09491453227138476,2,2,0,0,0.9767317982519761,140000.0
4,0.7354963538208407,3,4,0,0,-0.13945009381710394,75000.0
4,-0.42289606663430324,1,1,0,2,-0.22642530618612317,19000.0
3,-0.8404852593001806,4,3,0,2,1.121690485533675,12500.0
1,-0.37445572028506147,2,2,0,2,1.1796739604463544,85000.0
1,-0.0888247125016013,3,2,3,1,0.17945901820263319,60000.0
4,-0.31014698461451634,2,2,0,0,-0.2119294374579533,24000.0
4,0.22436718199780675,3,2,0,1,-0.47285507456501097,21000.0
0,0.4139526754681151,3,2,2,1,-0.09596248763259434,65000.0
3,-0.17234255103477678,2,2,0,1,-0.4148715996523315,17000.0
1,-0.42289606663430324,2,2,0,2,2.687244308176021,140000.0
4,0.7463536728301535,3,3,0,0,-0.5453344182058603,21000.0
1,0.7463536728301535,3,3,0,1,1.7450128408449792,340000.0
3,-0.8822441785667684,2,1,0,2,1.0492111418928254,6000.0
1,-0.027856690372383204,3,3,0,2,0.7303020298730882,110000.0
4,-0.17317772942010853,2,2,2,0,-0.28440878109880263,25000.0
3,-0.4730067697542085,2,1,0,2,-0.5743261556622,4500.0
1,0.38722696713749893,4,5,0,1,2.2958558525154342,320000.0
1,-0.5899317437006542,1,1,0,1,0.759293767329428,40000.0
4,-0.3393782281011277,2,1,0,2,-0.48735094329318085,10000.0
3,1.5815320581619083,4,5,9,1,0.03450033092093449,150000.0
4,-0.19572754582406593,2,2,0,1,-0.19743356872978343,30000.0
1,0.41311749708278334,4,5,0,1,2.9336740765549085,400000.0
3,-0.17234255103477678,2,1,0,2,-0.4438633371086712,15000.0
1,-0.02869186875771496,3,3,0,1,0.52735986767871,90000.0
4,-0.3811371473677155,1,1,0,2,-0.4293674683805013,12000.0
3,-0.3811371473677155,1,1,2,2,-0.02348314399174499,30000.0
